"TargetGroup","FirstDose","SecondDose","Population","Denominator","Country","ReportingCountry","minAge","maxAge","ageWidth","YearWeekISO"
"Age25_49",349,0,4058165,1319478,"Croatia","HR",25,49,25,"2020-W52"
"Age50_59",245,0,4058165,570899,"Croatia","HR",50,59,10,"2020-W52"
"Age60_69",169,0,4058165,562891,"Croatia","HR",60,69,10,"2020-W52"
"Age70_79",319,0,4058165,364156,"Croatia","HR",70,79,10,"2020-W52"
"Age80+",869,0,4058165,222308,"Croatia","HR",80,100,21,"2020-W52"
"Age<18",0,0,9769526,1709048,"Hungary","HU",0,17,18,"2020-W52"
"Age18_24",19,0,9769526,741094,"Hungary","HU",18,24,7,"2020-W52"
"Age25_49",647,0,9769526,3490565,"Hungary","HU",25,49,25,"2020-W52"
"Age50_59",278,0,9769526,1235206,"Hungary","HU",50,59,10,"2020-W52"
"Age60_69",118,0,9769526,1295058,"Hungary","HU",60,69,10,"2020-W52"
"Age70_79",31,0,9769526,859765,"Hungary","HU",70,79,10,"2020-W52"
"Age80+",2,0,9769526,438790,"Hungary","HU",80,100,21,"2020-W52"
"Age<18",0,0,59641488,9433159,"Italy","IT",0,17,18,"2020-W52"
"Age18_24",84,0,59641488,4121339,"Italy","IT",18,24,7,"2020-W52"
"Age25_49",3171,0,59641488,18920355,"Italy","IT",25,49,25,"2020-W52"
"Age50_59",2176,2,59641488,9414195,"Italy","IT",50,59,10,"2020-W52"
"Age60_69",1467,0,59641488,7364364,"Italy","IT",60,69,10,"2020-W52"
"Age70_79",128,0,59641488,5968373,"Italy","IT",70,79,10,"2020-W52"
"Age80+",195,0,59641488,4419703,"Italy","IT",80,100,21,"2020-W52"
"Age<18",0,0,2794090,498821,"Lithuania","LT",0,17,18,"2020-W52"
"Age18_24",84,0,2794090,209209,"Lithuania","LT",18,24,7,"2020-W52"
"Age25_49",1252,0,2794090,914337,"Lithuania","LT",25,49,25,"2020-W52"
"Age50_59",702,0,2794090,419039,"Lithuania","LT",50,59,10,"2020-W52"
"Age60_69",354,0,2794090,351248,"Lithuania","LT",60,69,10,"2020-W52"
"Age70_79",27,0,2794090,236890,"Lithuania","LT",70,79,10,"2020-W52"
"Age80+",0,0,2794090,164546,"Lithuania","LT",80,100,21,"2020-W52"
"Age<18",0,0,626108,119539,"Luxembourg","LU",0,17,18,"2020-W52"
"Age18_24",0,0,626108,52409,"Luxembourg","LU",18,24,7,"2020-W52"
"Age25_49",0,0,626108,239349,"Luxembourg","LU",25,49,25,"2020-W52"
"Age50_59",0,0,626108,89549,"Luxembourg","LU",50,59,10,"2020-W52"
"Age60_69",0,0,626108,61985,"Luxembourg","LU",60,69,10,"2020-W52"
"Age70_79",0,0,626108,38352,"Luxembourg","LU",70,79,10,"2020-W52"
"Age80+",0,0,626108,24925,"Luxembourg","LU",80,100,21,"2020-W52"
"Age<18",0,0,1907675,359457,"Latvia","LV",0,17,18,"2020-W52"
"Age18_24",0,0,1907675,119249,"Latvia","LV",18,24,7,"2020-W52"
"Age25_49",0,0,1907675,639712,"Latvia","LV",25,49,25,"2020-W52"
"Age50_59",0,0,1907675,265997,"Latvia","LV",50,59,10,"2020-W52"
"Age60_69",0,0,1907675,241651,"Latvia","LV",60,69,10,"2020-W52"
"Age70_79",0,0,1907675,170557,"Latvia","LV",70,79,10,"2020-W52"
"Age80+",0,0,1907675,111052,"Latvia","LV",80,100,21,"2020-W52"
"Age<18",0,0,514564,81948,"Malta","MT",0,17,18,"2020-W52"
"Age18_24",4,0,514564,42136,"Malta","MT",18,24,7,"2020-W52"
"Age25_49",33,0,514564,205154,"Malta","MT",25,49,25,"2020-W52"
"Age50_59",19,0,514564,59168,"Malta","MT",50,59,10,"2020-W52"
"Age60_69",1,0,514564,59551,"Malta","MT",60,69,10,"2020-W52"
"Age70_79",1,0,514564,44918,"Malta","MT",70,79,10,"2020-W52"
"Age80+",0,0,514564,21689,"Malta","MT",80,100,21,"2020-W52"
"Age<18",0,0,5367580,1118608,"Norway","NO",0,17,18,"2020-W52"
"Age80+",5,0,5367580,230710,"Norway","NO",80,100,21,"2020-W52"
"Age<18",0,0,37958138,6913237,"Poland","PL",0,17,18,"2020-W52"
"Age18_24",43,0,37958138,2754264,"Poland","PL",18,24,7,"2020-W52"
"Age25_49",1118,0,37958138,14035724,"Poland","PL",25,49,25,"2020-W52"
"Age50_59",662,0,37958138,4606379,"Poland","PL",50,59,10,"2020-W52"
"Age60_69",337,0,37958138,5179612,"Poland","PL",60,69,10,"2020-W52"
"Age70_79",53,0,37958138,2783163,"Poland","PL",70,79,10,"2020-W52"
"Age80+",2,0,37958138,1685759,"Poland","PL",80,100,21,"2020-W52"
"Age<18",0,0,10295909,1717050,"Portugal","PT",0,17,18,"2020-W52"
"Age18_24",171,0,10295909,775701,"Portugal","PT",18,24,7,"2020-W52"
"Age25_49",3181,1,10295909,3360653,"Portugal","PT",25,49,25,"2020-W52"
"Age50_59",1098,0,10295909,1485319,"Portugal","PT",50,59,10,"2020-W52"
"Age60_69",564,0,10295909,1299674,"Portugal","PT",60,69,10,"2020-W52"
"Age70_79",1,0,10295909,981649,"Portugal","PT",70,79,10,"2020-W52"
"Age<18",0,0,10327589,2180508,"Sweden","SE",0,17,18,"2020-W52"
"Age18_24",19,0,10327589,810921,"Sweden","SE",18,24,7,"2020-W52"
"Age25_49",139,0,10327589,3404540,"Sweden","SE",25,49,25,"2020-W52"
"Age50_59",121,0,10327589,1297863,"Sweden","SE",50,59,10,"2020-W52"
"Age60_69",142,0,10327589,1108438,"Sweden","SE",60,69,10,"2020-W52"
"Age70_79",441,0,10327589,989013,"Sweden","SE",70,79,10,"2020-W52"
"Age80+",1584,0,10327589,536306,"Sweden","SE",80,100,21,"2020-W52"
"Age<18",0,0,2095861,371395,"Slovenia","SI",0,17,18,"2020-W52"
"Age18_24",17,0,2095861,141225,"Slovenia","SI",18,24,7,"2020-W52"
"Age25_49",496,0,2095861,711365,"Slovenia","SI",25,49,25,"2020-W52"
"Age50_59",525,0,2095861,303125,"Slovenia","SI",50,59,10,"2020-W52"
"Age60_69",561,0,2095861,278944,"Slovenia","SI",60,69,10,"2020-W52"
"Age70_79",995,0,2095861,175640,"Slovenia","SI",70,79,10,"2020-W52"
"Age80+",3571,0,2095861,114167,"Slovenia","SI",80,100,21,"2020-W52"
"Age<18",5,0,8901064,1542621,"Austria","AT",0,17,18,"2020-W53"
"Age18_24",83,0,8901064,696064,"Austria","AT",18,24,7,"2020-W53"
"Age25_49",1246,0,8901064,3006228,"Austria","AT",25,49,25,"2020-W53"
"Age50_59",1006,1,8901064,1396889,"Austria","AT",50,59,10,"2020-W53"
"Age60_69",576,0,8901064,1016016,"Austria","AT",60,69,10,"2020-W53"
"Age70_79",553,0,8901064,769199,"Austria","AT",70,79,10,"2020-W53"
"Age80+",1652,0,8901064,474047,"Austria","AT",80,100,21,"2020-W53"
"Age<18",0,0,11522440,2320244,"Belgium","BE",0,17,18,"2020-W53"
"Age18_24",19,0,11522440,930629,"Belgium","BE",18,24,7,"2020-W53"
"Age25_49",114,0,11522440,3751281,"Belgium","BE",25,49,25,"2020-W53"
"Age50_59",80,0,11522440,1591660,"Belgium","BE",50,59,10,"2020-W53"
"Age60_69",79,0,11522440,1347513,"Belgium","BE",60,69,10,"2020-W53"
"Age70_79",88,0,11522440,924351,"Belgium","BE",70,79,10,"2020-W53"
"Age80+",478,0,11522440,656762,"Belgium","BE",80,100,21,"2020-W53"
"Age<18",0,0,6951482,1189680,"Bulgaria","BG",0,17,18,"2020-W53"
"Age18_24",42,0,6951482,427191,"Bulgaria","BG",18,24,7,"2020-W53"
"Age25_49",1509,0,6951482,2402352,"Bulgaria","BG",25,49,25,"2020-W53"
"Age50_59",1668,0,6951482,953355,"Bulgaria","BG",50,59,10,"2020-W53"
"Age60_69",1234,0,6951482,938635,"Bulgaria","BG",60,69,10,"2020-W53"
"Age70_79",251,0,6951482,701964,"Bulgaria","BG",70,79,10,"2020-W53"
"Age80+",35,0,6951482,338305,"Bulgaria","BG",80,100,21,"2020-W53"
"Age<18",0,0,888005,170553,"Cyprus","CY",0,17,18,"2020-W53"
"Age18_24",30,0,888005,84850,"Cyprus","CY",18,24,7,"2020-W53"
"Age25_49",861,0,888005,330295,"Cyprus","CY",25,49,25,"2020-W53"
"Age50_59",416,0,888005,107634,"Cyprus","CY",50,59,10,"2020-W53"
"Age60_69",406,0,888005,94714,"Cyprus","CY",60,69,10,"2020-W53"
"Age70_79",309,0,888005,66429,"Cyprus","CY",70,79,10,"2020-W53"
"Age80+",988,0,888005,33530,"Cyprus","CY",80,100,21,"2020-W53"
"Age<18",0,0,10693939,1999465,"Czech Republic","CZ",0,17,18,"2020-W53"
"Age18_24",446,0,10693939,671799,"Czech Republic","CZ",18,24,7,"2020-W53"
"Age25_49",7636,0,10693939,3899741,"Czech Republic","CZ",25,49,25,"2020-W53"
"Age50_59",2901,0,10693939,1339737,"Czech Republic","CZ",50,59,10,"2020-W53"
"Age60_69",1822,0,10693939,1330494,"Czech Republic","CZ",60,69,10,"2020-W53"
"Age70_79",674,0,10693939,1011603,"Czech Republic","CZ",70,79,10,"2020-W53"
"Age80+",735,0,10693939,441100,"Czech Republic","CZ",80,100,21,"2020-W53"
"Age<18",0,0,5822763,1156138,"Denmark","DK",0,17,18,"2020-W53"
"Age18_24",1152,0,5822763,522153,"Denmark","DK",18,24,7,"2020-W53"
"Age25_49",15042,0,5822763,1843666,"Denmark","DK",25,49,25,"2020-W53"
"Age50_59",8717,0,5822763,800444,"Denmark","DK",50,59,10,"2020-W53"
"Age60_69",6324,0,5822763,663646,"Denmark","DK",60,69,10,"2020-W53"
"Age70_79",4423,0,5822763,564390,"Denmark","DK",70,79,10,"2020-W53"
"Age80+",11303,0,5822763,272326,"Denmark","DK",80,100,21,"2020-W53"
"Age<18",0,0,1328976,257044,"Estonia","EE",0,17,18,"2020-W53"
"Age18_24",110,1,1328976,87626,"Estonia","EE",18,24,7,"2020-W53"
"Age25_49",1240,2,1328976,460829,"Estonia","EE",25,49,25,"2020-W53"
"Age50_59",585,1,1328976,171453,"Estonia","EE",50,59,10,"2020-W53"
"Age60_69",469,0,1328976,163237,"Estonia","EE",60,69,10,"2020-W53"
"Age70_79",102,0,1328976,111342,"Estonia","EE",70,79,10,"2020-W53"
"Age80+",16,0,1328976,77445,"Estonia","EE",80,100,21,"2020-W53"
"Age<18",0,0,10718565,1854378,"Greece","EL",0,17,18,"2020-W53"
"Age18_24",6,0,10718565,782452,"Greece","EL",18,24,7,"2020-W53"
"Age25_49",2046,0,10718565,3497414,"Greece","EL",25,49,25,"2020-W53"
"Age50_59",1308,0,10718565,1515472,"Greece","EL",50,59,10,"2020-W53"
"Age60_69",492,0,10718565,1291651,"Greece","EL",60,69,10,"2020-W53"
"Age70_79",13,0,10718565,1003958,"Greece","EL",70,79,10,"2020-W53"
"Age80+",2,0,10718565,773240,"Greece","EL",80,100,21,"2020-W53"
"Age<18",14,0,47332614,8325756,"Spain","ES",0,17,18,"2020-W53"
"Age18_24",1878,0,47332614,3303575,"Spain","ES",18,24,7,"2020-W53"
"Age25_49",24407,0,47332614,16481919,"Spain","ES",25,49,25,"2020-W53"
"Age50_59",14749,0,47332614,7035203,"Spain","ES",50,59,10,"2020-W53"
"Age60_69",9143,0,47332614,5350604,"Spain","ES",60,69,10,"2020-W53"
"Age70_79",8650,0,47332614,3984504,"Spain","ES",70,79,10,"2020-W53"
"Age80+",37494,0,47332614,2851053,"Spain","ES",80,100,21,"2020-W53"
"Age<18",1,0,5525292,1049057,"Finland","FI",0,17,18,"2020-W53"
"Age18_24",193,0,5525292,432594,"Finland","FI",18,24,7,"2020-W53"
"Age25_49",3704,0,5525292,1728083,"Finland","FI",25,49,25,"2020-W53"
"Age50_59",1324,0,5525292,724665,"Finland","FI",50,59,10,"2020-W53"
"Age60_69",528,0,5525292,716579,"Finland","FI",60,69,10,"2020-W53"
"Age70_79",49,0,5525292,561908,"Finland","FI",70,79,10,"2020-W53"
"Age80+",40,0,5525292,312406,"Finland","FI",80,100,21,"2020-W53"
"Age<18",12,0,67320216,14540168,"France","FR",0,17,18,"2020-W53"
"Age18_24",33,0,67320216,5444270,"France","FR",18,24,7,"2020-W53"
"Age25_49",328,0,67320216,20684932,"France","FR",25,49,25,"2020-W53"
"Age50_59",262,0,67320216,8805539,"France","FR",50,59,10,"2020-W53"
"Age60_69",323,0,67320216,8007585,"France","FR",60,69,10,"2020-W53"
"Age70_79",309,0,67320216,5692912,"France","FR",70,79,10,"2020-W53"
"Age80+",343,0,67320216,4144810,"France","FR",80,100,21,"2020-W53"
"Age<18",0,0,4058165,697325,"Croatia","HR",0,17,18,"2020-W53"
"Age18_24",149,0,4058165,321108,"Croatia","HR",18,24,7,"2020-W53"
"Age25_49",2999,0,4058165,1319478,"Croatia","HR",25,49,25,"2020-W53"
"Age50_59",1890,0,4058165,570899,"Croatia","HR",50,59,10,"2020-W53"
"Age60_69",1307,0,4058165,562891,"Croatia","HR",60,69,10,"2020-W53"
"Age70_79",1713,1,4058165,364156,"Croatia","HR",70,79,10,"2020-W53"
"Age80+",4316,0,4058165,222308,"Croatia","HR",80,100,21,"2020-W53"
"Age<18",0,0,9769526,1709048,"Hungary","HU",0,17,18,"2020-W53"
"Age18_24",286,0,9769526,741094,"Hungary","HU",18,24,7,"2020-W53"
"Age25_49",6423,0,9769526,3490565,"Hungary","HU",25,49,25,"2020-W53"
"Age50_59",3020,0,9769526,1235206,"Hungary","HU",50,59,10,"2020-W53"
"Age60_69",1565,0,9769526,1295058,"Hungary","HU",60,69,10,"2020-W53"
"Age70_79",503,0,9769526,859765,"Hungary","HU",70,79,10,"2020-W53"
"Age80+",76,0,9769526,438790,"Hungary","HU",80,100,21,"2020-W53"
"Age<18",0,0,4964440,1201635,"Ireland","IE",0,17,18,"2020-W53"
"Age18_24",90,0,4964440,433572,"Ireland","IE",18,24,7,"2020-W53"
"Age25_49",1467,0,4964440,1749671,"Ireland","IE",25,49,25,"2020-W53"
"Age50_59",350,0,4964440,606007,"Ireland","IE",50,59,10,"2020-W53"
"Age60_69",106,0,4964440,480682,"Ireland","IE",60,69,10,"2020-W53"
"Age70_79",9,0,4964440,322167,"Ireland","IE",70,79,10,"2020-W53"
"Age80+",9,0,4964440,170706,"Ireland","IE",80,100,21,"2020-W53"
"Age<18",0,0,364134,81364,"Iceland","IS",0,17,18,"2020-W53"
"Age18_24",109,0,364134,34868,"Iceland","IS",18,24,7,"2020-W53"
"Age25_49",1109,0,364134,131004,"Iceland","IS",25,49,25,"2020-W53"
"Age50_59",360,0,364134,43992,"Iceland","IS",50,59,10,"2020-W53"
"Age60_69",481,0,364134,37414,"Iceland","IS",60,69,10,"2020-W53"
"Age70_79",577,0,364134,22890,"Iceland","IS",70,79,10,"2020-W53"
"Age80+",2307,0,364134,12602,"Iceland","IS",80,100,21,"2020-W53"
"Age<18",11,0,59641488,9433159,"Italy","IT",0,17,18,"2020-W53"
"Age18_24",1679,0,59641488,4121339,"Italy","IT",18,24,7,"2020-W53"
"Age25_49",59439,7,59641488,18920355,"Italy","IT",25,49,25,"2020-W53"
"Age50_59",35432,5,59641488,9414195,"Italy","IT",50,59,10,"2020-W53"
"Age60_69",20256,2,59641488,7364364,"Italy","IT",60,69,10,"2020-W53"
"Age70_79",2117,0,59641488,5968373,"Italy","IT",70,79,10,"2020-W53"
"Age80+",5594,1,59641488,4419703,"Italy","IT",80,100,21,"2020-W53"
"Age<18",0,0,2794090,498821,"Lithuania","LT",0,17,18,"2020-W53"
"Age18_24",324,0,2794090,209209,"Lithuania","LT",18,24,7,"2020-W53"
"Age25_49",4500,0,2794090,914337,"Lithuania","LT",25,49,25,"2020-W53"
"Age50_59",3067,0,2794090,419039,"Lithuania","LT",50,59,10,"2020-W53"
"Age60_69",1696,0,2794090,351248,"Lithuania","LT",60,69,10,"2020-W53"
"Age70_79",150,0,2794090,236890,"Lithuania","LT",70,79,10,"2020-W53"
"Age80+",3,0,2794090,164546,"Lithuania","LT",80,100,21,"2020-W53"
"Age<18",0,0,626108,119539,"Luxembourg","LU",0,17,18,"2020-W53"
"Age18_24",16,0,626108,52409,"Luxembourg","LU",18,24,7,"2020-W53"
"Age25_49",480,0,626108,239349,"Luxembourg","LU",25,49,25,"2020-W53"
"Age50_59",250,0,626108,89549,"Luxembourg","LU",50,59,10,"2020-W53"
"Age60_69",87,0,626108,61985,"Luxembourg","LU",60,69,10,"2020-W53"
"Age70_79",9,0,626108,38352,"Luxembourg","LU",70,79,10,"2020-W53"
"Age80+",1,0,626108,24925,"Luxembourg","LU",80,100,21,"2020-W53"
"Age<18",0,0,1907675,359457,"Latvia","LV",0,17,18,"2020-W53"
"Age18_24",131,0,1907675,119249,"Latvia","LV",18,24,7,"2020-W53"
"Age25_49",1283,0,1907675,639712,"Latvia","LV",25,49,25,"2020-W53"
"Age50_59",511,0,1907675,265997,"Latvia","LV",50,59,10,"2020-W53"
"Age60_69",291,0,1907675,241651,"Latvia","LV",60,69,10,"2020-W53"
"Age70_79",58,0,1907675,170557,"Latvia","LV",70,79,10,"2020-W53"
"Age80+",4,0,1907675,111052,"Latvia","LV",80,100,21,"2020-W53"
"Age<18",0,0,514564,81948,"Malta","MT",0,17,18,"2020-W53"
"Age18_24",99,0,514564,42136,"Malta","MT",18,24,7,"2020-W53"
"Age25_49",954,1,514564,205154,"Malta","MT",25,49,25,"2020-W53"
"Age50_59",362,1,514564,59168,"Malta","MT",50,59,10,"2020-W53"
"Age60_69",108,0,514564,59551,"Malta","MT",60,69,10,"2020-W53"
"Age70_79",30,1,514564,44918,"Malta","MT",70,79,10,"2020-W53"
"Age80+",107,0,514564,21689,"Malta","MT",80,100,21,"2020-W53"
"Age<18",0,0,5367580,1118608,"Norway","NO",0,17,18,"2020-W53"
"Age80+",2173,0,5367580,230710,"Norway","NO",80,100,21,"2020-W53"
"Age<18",0,0,37958138,6913237,"Poland","PL",0,17,18,"2020-W53"
"Age18_24",1151,0,37958138,2754264,"Poland","PL",18,24,7,"2020-W53"
"Age25_49",24227,1,37958138,14035724,"Poland","PL",25,49,25,"2020-W53"
"Age50_59",16008,2,37958138,4606379,"Poland","PL",50,59,10,"2020-W53"
"Age60_69",8674,0,37958138,5179612,"Poland","PL",60,69,10,"2020-W53"
"Age70_79",1731,0,37958138,2783163,"Poland","PL",70,79,10,"2020-W53"
"Age80+",484,1,37958138,1685759,"Poland","PL",80,100,21,"2020-W53"
"Age<18",2,0,10295909,1717050,"Portugal","PT",0,17,18,"2020-W53"
"Age18_24",1360,1,10295909,775701,"Portugal","PT",18,24,7,"2020-W53"
"Age25_49",23790,5,10295909,3360653,"Portugal","PT",25,49,25,"2020-W53"
"Age50_59",6913,0,10295909,1485319,"Portugal","PT",50,59,10,"2020-W53"
"Age60_69",3111,0,10295909,1299674,"Portugal","PT",60,69,10,"2020-W53"
"Age70_79",144,0,10295909,981649,"Portugal","PT",70,79,10,"2020-W53"
"Age80+",267,0,10295909,675863,"Portugal","PT",80,100,21,"2020-W53"
"Age<18",0,0,10327589,2180508,"Sweden","SE",0,17,18,"2020-W53"
"Age18_24",122,0,10327589,810921,"Sweden","SE",18,24,7,"2020-W53"
"Age25_49",1383,0,10327589,3404540,"Sweden","SE",25,49,25,"2020-W53"
"Age50_59",1233,0,10327589,1297863,"Sweden","SE",50,59,10,"2020-W53"
"Age60_69",1175,0,10327589,1108438,"Sweden","SE",60,69,10,"2020-W53"
"Age70_79",2747,0,10327589,989013,"Sweden","SE",70,79,10,"2020-W53"
"Age80+",9545,0,10327589,536306,"Sweden","SE",80,100,21,"2020-W53"
"Age<18",3,0,2095861,371395,"Slovenia","SI",0,17,18,"2020-W53"
"Age18_24",125,0,2095861,141225,"Slovenia","SI",18,24,7,"2020-W53"
"Age25_49",2996,0,2095861,711365,"Slovenia","SI",25,49,25,"2020-W53"
"Age50_59",2117,0,2095861,303125,"Slovenia","SI",50,59,10,"2020-W53"
"Age60_69",1244,0,2095861,278944,"Slovenia","SI",60,69,10,"2020-W53"
"Age70_79",1436,0,2095861,175640,"Slovenia","SI",70,79,10,"2020-W53"
"Age80+",4566,0,2095861,114167,"Slovenia","SI",80,100,21,"2020-W53"
"Age<18",29,0,8901064,1542621,"Austria","AT",0,17,18,"2021-W01"
"Age18_24",865,0,8901064,696064,"Austria","AT",18,24,7,"2021-W01"
"Age25_49",11568,0,8901064,3006228,"Austria","AT",25,49,25,"2021-W01"
"Age50_59",7511,1,8901064,1396889,"Austria","AT",50,59,10,"2021-W01"
"Age60_69",3284,0,8901064,1016016,"Austria","AT",60,69,10,"2021-W01"
"Age70_79",2067,0,8901064,769199,"Austria","AT",70,79,10,"2021-W01"
"Age80+",5817,0,8901064,474047,"Austria","AT",80,100,21,"2021-W01"
"Age<18",10,0,11522440,2320244,"Belgium","BE",0,17,18,"2021-W01"
"Age18_24",353,0,11522440,930629,"Belgium","BE",18,24,7,"2021-W01"
"Age25_49",4252,0,11522440,3751281,"Belgium","BE",25,49,25,"2021-W01"
"Age50_59",2573,0,11522440,1591660,"Belgium","BE",50,59,10,"2021-W01"
"Age60_69",2240,0,11522440,1347513,"Belgium","BE",60,69,10,"2021-W01"
"Age70_79",3439,0,11522440,924351,"Belgium","BE",70,79,10,"2021-W01"
"Age80+",15078,0,11522440,656762,"Belgium","BE",80,100,21,"2021-W01"
"Age<18",0,0,6951482,1189680,"Bulgaria","BG",0,17,18,"2021-W01"
"Age18_24",162,0,6951482,427191,"Bulgaria","BG",18,24,7,"2021-W01"
"Age25_49",4319,0,6951482,2402352,"Bulgaria","BG",25,49,25,"2021-W01"
"Age50_59",4368,0,6951482,953355,"Bulgaria","BG",50,59,10,"2021-W01"
"Age60_69",3668,0,6951482,938635,"Bulgaria","BG",60,69,10,"2021-W01"
"Age70_79",827,0,6951482,701964,"Bulgaria","BG",70,79,10,"2021-W01"
"Age80+",128,0,6951482,338305,"Bulgaria","BG",80,100,21,"2021-W01"
"Age<18",0,0,888005,170553,"Cyprus","CY",0,17,18,"2021-W01"
"Age18_24",63,0,888005,84850,"Cyprus","CY",18,24,7,"2021-W01"
"Age25_49",1952,1,888005,330295,"Cyprus","CY",25,49,25,"2021-W01"
"Age50_59",916,0,888005,107634,"Cyprus","CY",50,59,10,"2021-W01"
"Age60_69",746,0,888005,94714,"Cyprus","CY",60,69,10,"2021-W01"
"Age70_79",482,0,888005,66429,"Cyprus","CY",70,79,10,"2021-W01"
"Age80+",1926,0,888005,33530,"Cyprus","CY",80,100,21,"2021-W01"
"Age<18",10,0,10693939,1999465,"Czech Republic","CZ",0,17,18,"2021-W01"
"Age18_24",1469,0,10693939,671799,"Czech Republic","CZ",18,24,7,"2021-W01"
"Age25_49",26119,0,10693939,3899741,"Czech Republic","CZ",25,49,25,"2021-W01"
"Age50_59",10873,0,10693939,1339737,"Czech Republic","CZ",50,59,10,"2021-W01"
"Age60_69",6461,1,10693939,1330494,"Czech Republic","CZ",60,69,10,"2021-W01"
"Age70_79",2484,0,10693939,1011603,"Czech Republic","CZ",70,79,10,"2021-W01"
"Age80+",2432,0,10693939,441100,"Czech Republic","CZ",80,100,21,"2021-W01"
"Age<18",0,0,5822763,1156138,"Denmark","DK",0,17,18,"2021-W01"
"Age18_24",2826,0,5822763,522153,"Denmark","DK",18,24,7,"2021-W01"
"Age25_49",33895,1,5822763,1843666,"Denmark","DK",25,49,25,"2021-W01"
"Age50_59",20750,4,5822763,800444,"Denmark","DK",50,59,10,"2021-W01"
"Age60_69",15660,0,5822763,663646,"Denmark","DK",60,69,10,"2021-W01"
"Age70_79",11342,0,5822763,564390,"Denmark","DK",70,79,10,"2021-W01"
"Age80+",28528,1,5822763,272326,"Denmark","DK",80,100,21,"2021-W01"
"Age<18",0,0,1328976,257044,"Estonia","EE",0,17,18,"2021-W01"
"Age18_24",523,1,1328976,87626,"Estonia","EE",18,24,7,"2021-W01"
"Age25_49",4976,4,1328976,460829,"Estonia","EE",25,49,25,"2021-W01"
